SequenceName	ClusterNumber
G000017245	399
G000348525	399
G000442905	399
G000969305	399
G000221945	399
G000827595	399
G000019405	399
G000754275	399
G001611775	399
G001938355	399
G000444605	399
G002015085	399
G000444705	399
G000688835	399
G000444685	399
G000444645	399
G000444565	399
G000172375	399
G000444545	399
G000021885	399
G001038205	399
G000521765	399
G001652405	399
G000347595	399
G000007945	399
G000015885	399
G000238795	399
G000376645	399
G000429905	400
G000021905	400
G001292585	400
G000284375	401
G000011365	401
G000473125	401
G900011245	401
G000938285	401
G001908185	401
G001641695	401
G000239815	401
G000344805	401
G000472425	401
G000472385	401
G001440475	401
G001693385	401
G001440405	401
G900104755	401
G000938305	401
G000379145	401
G000472865	401
G000701345	401
G000012725	401
G000013885	401
G000195775	401
G000333455	401
G001295845	401
G000013365	401
G000935205	401
G000014825	401
G000504425	401
G000013745	401
G900108575	401
G000314675	401
G000308295	401
G000336555	401
G001425835	401
G000218565	401
G000314735	401
G000516555	401
G001426945	401
G001579845	401
G000293785	401
G000017645	401
G000526175	401
G000010525	401
G000473085	401
G900100155	401
G000378025	401
G000092925	401
G000702305	401
G001402875	401
G000751295	401
G001643095	401
G000019945	401
G001425465	401
G001280145	401
G000019725	401
G001262595	401
G001422215	401
G001422375	401
G000372825	401
G001424525	401
G001548015	401
G001043915	401
G000019365	401
G000022085	401
G000262405	401
G000518665	401
G001017175	401
G001006805	401
G000745135	401
G000429045	401
G001418005	401
G000800935	401
G001420315	401
G000745475	401
G001429395	401
G001298265	401
G001426225	401
G000735605	401
G001429505	401
G000427445	401
G000746085	401
G000021745	401
G000019845	401
G000745425	401
G000385335	401
G000188155	401
G000283235	401
G000372845	401
G000379125	401
G000178815	401
G001676615	401
G000384475	401
G000526315	401
G000425185	402
G000422965	402
G001720135	402
G001305515	402
G900148505	402
G000374525	402
G001404515	402
G001404055	402
G000168975	402
G000158095	402
G000148725	402
G000192745	402
G001484065	402
G900114245	402
G001310815	402
G900104145	402
G001562055	402
G000422785	402
G001907205	402
G000423705	402
G900115225	402
G000380505	402
G000423225	402
G900104485	402
G000689355	402
G000196435	402
G000278215	402
G000312605	402
G000022725	402
G000312565	402
G000385415	402
G000518105	402
G000341385	402
G000312525	402
G000273375	402
G000280015	402
G000278115	402
G000278295	402
G000708545	402
G001932225	402
G000046705	402
G001932165	402
G001932175	402
G001932235	402
G001932215	402
G000706625	402
G000312545	402
G000294715	402
G000278195	402
G000278135	402
G000278155	402
G000341355	402
G000015445	402
G000607205	402
G000311905	402
G001559035	402
G001625425	402
G000709815	402
G000607245	402
G000709755	402
G001624625	402
G000709855	402
G000709735	402
G000607225	402
G000709875	402
G000709835	402
G000709775	402
G000709795	402
G001281405	402
G000385395	402
G000384965	402
G000385435	402
G000278255	402
G000253015	402
G000518185	402
G000706645	402
G001952065	402
G001952075	402
G001952045	402
G002007505	402
G002007485	402
G002007565	402
G000278275	402
G000279995	402
G002005325	402
G000344725	402
G001652485	402
G001586735	402
G000480315	402
G000017405	402
G000409565	402
G001558695	402
G000282595	402
G000686005	402
G001672375	402
G001686985	402
G001676765	402
G000185905	402
G000824785	402
G000824825	402
G000568555	402
G001705425	402
G001426965	402
G001427385	402
G000585625	402
G001424795	402
G000372965	402
G000236565	402
G000304395	402
G001014615	402
G000526635	402
G000497755	402
G000300515	402
G000300335	402
G000615975	402
G000014245	402
G000518985	402
G000733725	402
G000757525	402
G000731315	402
G001005825	402
G000722615	402
G000967425	402
G000092025	402
G001427625	402
G000949895	402
G000739935	402
G000518585	402
G000300855	402
G000247475	402
G000518785	402
G000016285	402
G000621665	402
G000312665	402
G001542405	402
G000745655	402
G000816845	402
G000092045	402
G000517605	402
G000744505	402
G000745735	402
G000745725	402
G000330885	402
G000696095	402
G000426285	402
G000018545	402
G001889105	402
G000261485	402
G000006965	402
G000017145	402
G000697965	402
G001695855	402
G001426665	402
G001687365	402
G000379605	402
G001424985	402
G001652565	402
G000023765	402
G000590865	402
G000346595	402
G001296945	402
G000820625	402
G001430705	402
G000829355	402
G001969535	402
G000724755	402
G001021085	402
G000968075	402
G000756225	402
G000968085	402
G001414235	402
G001983675	402
G001983655	402
G000183665	402
G000496595	402
G000325745	402
G000376125	402
G001578105	402
G000960975	402
G001011155	402
G000759435	402
G000154705	402
G000374465	402
G000620605	402
G001293565	402
G000382705	402
G001475935	402
G001423245	402
G001463885	402
G001424685	402
G000153705	402
G000153465	402
G001425575	402
G000179775	402
G900110915	402
G000688515	402
G001927245	402
G001427875	402
G000743575	402
G000970455	402
G000969445	402
G000971275	402
G001426345	402
G000971295	402
G000735585	402
G000969415	402
G001185205	402
G000970465	402
G000230555	402
G000423365	402
G000429865	402
G001995095	403
G000422865	403
G000422425	403
G900087055	-1
G001751165	404
G001751005	404
G001871035	404
G000472805	404
G000483025	404
G001797695	404
G000429925	404
G001443525	404
G000961655	404
G001311845	404
G001854245	404
G001799405	405
G001799395	405
G001798685	405
G001799425	405
G000307105	405
G900105645	405
G000233695	405
G000373985	405
G000745975	405
G000420085	405
G000421285	405
G000020365	405
G900101345	405
G000426225	405
G000018405	405
G000686905	406
G000422325	406
G900119735	406
G001709345	406
G900108915	406
G000265245	407
G000196875	407
G000425725	407
G000967645	407
G001431725	407
G000475415	407
G000620045	407
G000821105	407
G000246875	407
G000236625	407
G000696485	407
G000275725	407
G000236035	407
G001314745	407
G900086985	407
G000334215	407
G000759345	407
G000409775	407
G900106955	407
G000378505	407
G001039575	407
G000731955	407
G000821045	407
G000055785	407
G000737985	407
G001937155	407
G000591415	407
G000349745	407
G000953395	407
G000300075	407
G000953435	407
G000526695	407
G001648175	407
G000620025	407
G000382245	407
G001690255	408
G001690495	408
G001690525	408
G001690535	408
G001690425	408
G001690435	408
G001690515	408
G001690585	408
G001690355	408
G001690385	408
G001693435	408
G000725165	408
G000599985	408
G001690445	408
G001693745	408
G000725175	408
G001690195	408
G000807275	408
G000471645	408
G900111395	408
G900112475	409
G001026985	409
G000427805	409
G000439085	409
G000259175	410
G000314895	410
G001874625	410
G001294465	410
G001640365	410
G000757905	410
G000429565	410
G001676225	410
G001676155	410
G000286435	410
G001654855	410
G000069965	410
G000968195	410
G000968175	410
G000252955	410
G000027225	410
G001010285	410
G000307305	-1
G000262305	411
G000302695	411
G001022135	411
G000300455	411
G000759795	411
G001187865	411
G000299455	411
G000008865	411
G000006925	411
G000026345	411
G000026325	411
G000183345	411
G000012005	411
G001283625	411
G001558935	411
G000648515	411
G000195995	411
G001022195	411
G000247895	411
G000240185	411
G000215745	411
G000735365	411
G001571285	411
G001297765	411
G000735455	411
G000757785	411
G000164865	411
G000694955	411
G000025565	411
G000735515	411
G000016325	411
G000621185	411
G000982825	411
G000463155	411
G000248015	411
G001654915	411
G000757825	411
G000705335	411
G001602605	411
G001602535	411
G900111105	411
G000518745	411
G000757425	411
G000784965	411
G000180175	411
G000465555	411
G000759475	411
G001709315	411
G000025405	411
G000612605	411
G000478905	411
G000404125	411
G000590885	411
G000770305	411
G000599885	411
G000196615	411
G000773975	411
G001602545	411
G001571305	411
G000091565	411
G001422605	411
G000336255	411
G001267535	411
G002006995	411
G000400795	411
G000147055	411
G000400505	411
G000463345	411
G900107885	411
G000023605	411
G001049335	411
G000324985	411
G000323565	411
G000324505	411
G000325165	411
G000324725	411
G000323785	411
G000324685	411
G000323585	411
G000325285	411
G000324445	411
G000323285	411
G000009065	411
G000323825	411
G000324485	411
G000324005	411
G000324265	411
G000324145	411
G000324905	411
G000324305	411
G000169655	411
G000320465	411
G000325145	411
G000323645	411
G000325265	411
G000325245	411
G000323725	411
G000324625	411
G000325085	411
G000168835	411
G000009345	411
G000253175	411
G001122605	411
G000964565	411
G900128755	411
G000143625	411
G000021705	411
G000513215	411
G900002265	411
G000422085	411
G001514455	411
G000520015	411
G001572725	411
G000163595	411
G000255535	411
G000735345	411
G000951135	411
G900130115	411
G001586165	411
G001816025	411
G000022885	411
G000287335	412
G000219175	412
G900044015	412
G000010085	412
G900039485	412
G000517425	412
G001269425	413
G000013185	413
G000754265	413
G900048045	413
G000287355	413
G900048035	413
G000828515	-1
G000043285	414
G000185985	414
G000011745	414
G000973505	414
G000973545	414
G001242845	-1
G000008885	415
G000247565	415
G000817295	415
G000093065	415
G000225445	416
G000225465	416
G000521565	416
G001280225	416
G000007365	416
G000217635	416
G000090965	416
G000007725	416
G000828815	416
